ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_REVENUE,YEAR,MONTH
10383,28.0,58.58,7,1640.24,2005-02-22T00:00:00.000Z,Shipped,1,2,2005,Vintage Cars,87.0,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1640.24,2005,2
10285,39.0,70.08,11,2733.12,2004-08-27T00:00:00.000Z,Shipped,3,8,2004,Motorcycles,76.0,S24_2000,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2733.12,2004,8
10348,37.0,100.0,1,5981.42,2004-11-01T00:00:00.000Z,Shipped,4,11,2004,Trucks and Buses,127.0,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart�n,Medium,3700.0,2004,11
10331,27.0,42.24,13,1140.48,2004-11-17T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,37.0,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small,1140.48,2004,11
10375,43.0,100.0,2,10039.6,2005-02-03T00:00:00.000Z,Shipped,1,2,2005,Planes,72.0,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Large,4300.0,2005,2
10184,33.0,62.77,8,2071.41,2003-11-14T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,54.0,S32_2509,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,2071.4100000000003,2003,11
10133,27.0,50.19,7,1355.13,2003-06-27T00:00:00.000Z,Shipped,2,6,2003,Vintage Cars,43.0,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1355.1299999999999,2003,6
10306,38.0,91.81,10,3488.78,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Ships,86.0,S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3488.78,2004,10
10316,23.0,100.0,6,2706.41,2004-11-01T00:00:00.000Z,Shipped,4,11,2004,Planes,99.0,S700_2466,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2300.0,2004,11
10401,28.0,72.55,11,2031.4,2005-04-03T00:00:00.000Z,On Hold,2,4,2005,Planes,74.0,S700_4002,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small,2031.3999999999999,2005,4
10113,21.0,100.0,2,3415.44,2003-03-26T00:00:00.000Z,Shipped,1,3,2003,Trucks and Buses,136.0,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2100.0,2003,3
10253,33.0,100.0,4,4459.62,2004-06-01T00:00:00.000Z,Cancelled,2,6,2004,Classic Cars,142.0,S18_1984,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,3300.0,2004,6
10107,29.0,70.87,6,2055.23,2003-02-24T00:00:00.000Z,Shipped,1,2,2003,Motorcycles,60.0,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2055.23,2003,2
10314,29.0,100.0,8,4206.74,2004-10-22T00:00:00.000Z,Shipped,4,10,2004,Classic Cars,143.0,S18_4027,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,2900.0,2004,10
10213,27.0,100.0,3,2790.45,2004-01-22T00:00:00.000Z,Shipped,1,1,2004,Classic Cars,117.0,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,2700.0,2004,1
10302,45.0,100.0,4,5548.95,2003-10-06T00:00:00.000Z,Shipped,4,10,2003,Classic Cars,117.0,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,4500.0,2003,10
10312,31.0,35.29,15,1093.99,2004-10-21T00:00:00.000Z,Shipped,4,10,2004,Vintage Cars,41.0,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1093.99,2004,10
10378,41.0,100.0,2,4894.17,2005-02-10T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,80.0,S24_4620,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4100.0,2005,2
10329,45.0,63.91,11,2875.95,2004-11-15T00:00:00.000Z,Shipped,4,11,2004,Motorcycles,99.0,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2875.95,2004,11
10250,50.0,61.22,7,3061.0,2004-05-11T00:00:00.000Z,Shipped,2,5,2004,Vintage Cars,68.0,S32_4289,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,3061.0,2004,5
10386,37.0,100.0,10,5017.57,2005-03-01T00:00:00.000Z,Resolved,1,3,2005,Ships,72.0,S700_2610,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3700.0,2005,3
10414,28.0,100.0,7,3029.04,2005-05-06T00:00:00.000Z,On Hold,2,5,2005,Ships,100.0,S700_3505,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,2800.0,2005,5
10416,43.0,62.19,12,2674.17,2005-05-10T00:00:00.000Z,Shipped,2,5,2005,Planes,74.0,S700_4002,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2674.17,2005,5
10231,49.0,100.0,1,6952.12,2004-03-19T00:00:00.000Z,Shipped,1,3,2004,Classic Cars,173.0,S12_3891,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,4900.0,2004,3
10241,41.0,100.0,2,7597.3,2004-04-13T00:00:00.000Z,Shipped,2,4,2004,Vintage Cars,170.0,S18_1749,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large,4100.0,2004,4
10192,47.0,100.0,10,7421.3,2003-11-20T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,142.0,S18_1984,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Large,4700.0,2003,11
10175,41.0,69.28,7,2840.48,2003-11-06T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,60.0,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,2840.48,2003,11
10193,23.0,100.0,2,2769.89,2003-11-21T00:00:00.000Z,Shipped,4,11,2003,Vintage Cars,104.0,S18_3136,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2300.0,2003,11
10297,32.0,100.0,6,4061.76,2004-09-16T00:00:00.000Z,Shipped,3,9,2004,Planes,109.0,S24_1785,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,3200.0,2004,9
10326,41.0,100.0,4,4333.29,2004-11-09T00:00:00.000Z,Shipped,4,11,2004,Ships,122.0,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,4100.0,2004,11
10359,22.0,100.0,7,2603.04,2004-12-15T00:00:00.000Z,Shipped,4,12,2004,Classic Cars,118.0,S24_4048,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2200.0,2004,12
10210,42.0,70.33,15,2953.86,2004-01-12T00:00:00.000Z,Shipped,1,1,2004,Planes,74.0,S700_4002,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2953.86,2004,1
10181,27.0,100.0,14,5411.07,2003-11-12T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,194.0,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,2700.0,2003,11
10250,27.0,98.84,4,2668.68,2004-05-11T00:00:00.000Z,Shipped,2,5,2004,Planes,84.0,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2668.6800000000003,2004,5
10109,26.0,100.0,1,3157.44,2003-03-10T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,132.0,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2600.0,2003,3
10276,38.0,69.96,6,2658.48,2004-08-02T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,80.0,S18_3278,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small,2658.4799999999996,2004,8
10331,26.0,67.91,12,1765.66,2004-11-17T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,141.0,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small,1765.6599999999999,2004,11
10211,46.0,54.09,8,2488.14,2004-01-15T00:00:00.000Z,Shipped,1,1,2004,Motorcycles,62.0,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,2488.1400000000003,2004,1
10372,48.0,100.0,6,7031.52,2005-01-26T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,143.0,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large,4800.0,2005,1
10227,47.0,88.14,14,4142.58,2004-03-02T00:00:00.000Z,Shipped,1,3,2004,Classic Cars,90.0,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,4142.58,2004,3
10210,29.0,69.6,16,2018.4,2004-01-12T00:00:00.000Z,Shipped,1,1,2004,Planes,68.0,S24_3949,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2018.3999999999999,2004,1
10335,44.0,100.0,1,4746.28,2004-11-19T00:00:00.000Z,Shipped,4,11,2004,Trucks and Buses,96.0,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4400.0,2004,11
10285,26.0,100.0,4,2600.26,2004-08-27T00:00:00.000Z,Shipped,3,8,2004,Motorcycles,102.0,S32_4485,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2600.0,2004,8
10325,38.0,100.0,4,5190.42,2004-11-05T00:00:00.000Z,Shipped,4,11,2004,Trucks and Buses,115.0,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,3800.0,2004,11
10177,44.0,92.16,4,4055.04,2003-11-07T00:00:00.000Z,Shipped,4,11,2003,Ships,100.0,S700_3505,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,4055.04,2003,11
10306,30.0,100.0,5,3515.7,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Ships,99.0,S700_3962,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3000.0,2004,10
10229,50.0,100.0,9,6426.5,2004-03-11T00:00:00.000Z,Shipped,1,3,2004,Classic Cars,147.0,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,5000.0,2004,3
10189,28.0,100.0,1,4512.48,2003-11-18T00:00:00.000Z,Shipped,4,11,2003,Motorcycles,150.0,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,2800.0,2003,11
10207,44.0,100.0,6,7060.24,2003-12-09T00:00:00.000Z,Shipped,4,12,2003,Classic Cars,163.0,S18_2238,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Large,4400.0,2003,12
10195,35.0,100.0,9,3608.15,2003-11-25T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,122.0,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,3500.0,2003,11
10123,50.0,59.87,1,2993.5,2003-05-20T00:00:00.000Z,Shipped,2,5,2003,Classic Cars,50.0,S24_1628,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,2993.5,2003,5
10380,27.0,68.35,5,1845.45,2005-02-16T00:00:00.000Z,Shipped,1,2,2005,Vintage Cars,44.0,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1845.4499999999998,2005,2
10390,35.0,65.13,4,2279.55,2005-03-04T00:00:00.000Z,Shipped,1,3,2005,Motorcycles,69.0,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2279.5499999999997,2005,3
10331,21.0,100.0,1,3135.93,2004-11-17T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,140.0,S24_3856,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2100.0,2004,11
10159,35.0,35.4,9,1239.0,2003-10-10T00:00:00.000Z,Shipped,4,10,2003,Motorcycles,40.0,S32_2206,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,1239.0,2003,10
10414,37.0,71.34,6,2639.58,2005-05-06T00:00:00.000Z,On Hold,2,5,2005,Ships,66.0,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,2639.58,2005,5
10166,29.0,100.0,3,3013.97,2003-10-21T00:00:00.000Z,Shipped,4,10,2003,Ships,86.0,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,2900.0,2003,10
10129,45.0,85.29,3,3838.05,2003-06-12T00:00:00.000Z,Shipped,2,6,2003,Ships,72.0,S700_2610,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,3838.05,2003,6
10133,27.0,99.67,2,2691.09,2003-06-27T00:00:00.000Z,Shipped,2,6,2003,Planes,118.0,S700_2834,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2691.09,2003,6
10378,34.0,42.64,5,1449.76,2005-02-10T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,124.0,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1449.76,2005,2
10182,38.0,61.15,9,2323.7,2003-11-12T00:00:00.000Z,Shipped,4,11,2003,Vintage Cars,60.0,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2323.7,2003,11
10135,45.0,78.0,10,3510.0,2003-07-02T00:00:00.000Z,Shipped,3,7,2003,Classic Cars,80.0,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3510.0,2003,7
10172,48.0,100.0,8,5493.12,2003-11-05T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,141.0,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,4800.0,2003,11
10142,24.0,70.22,7,1685.28,2003-08-08T00:00:00.000Z,Shipped,3,8,2003,Vintage Cars,87.0,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1685.28,2003,8
10425,38.0,100.0,13,4325.16,2005-05-31T00:00:00.000Z,In Process,2,5,2005,Trucks and Buses,121.0,S18_4600,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3800.0,2005,5
10110,46.0,100.0,10,5942.28,2003-03-18T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,117.0,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,4600.0,2003,3
10302,48.0,74.48,6,3575.04,2003-10-06T00:00:00.000Z,Shipped,4,10,2003,Classic Cars,85.0,S24_3191,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,3575.04,2003,10
10380,44.0,79.06,9,3478.64,2005-02-16T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,85.0,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3478.6400000000003,2005,2
10284,21.0,55.96,10,1175.16,2004-08-21T00:00:00.000Z,Shipped,3,8,2004,Planes,68.0,S24_3949,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,1175.16,2004,8
10383,44.0,36.07,8,1587.08,2005-02-22T00:00:00.000Z,Shipped,1,2,2005,Trains,62.0,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1587.08,2005,2
10397,22.0,66.5,4,1463.0,2005-03-28T00:00:00.000Z,Shipped,1,3,2005,Ships,72.0,S700_2610,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,1463.0,2005,3
10294,45.0,100.0,1,4692.6,2004-09-10T00:00:00.000Z,Shipped,3,9,2004,Ships,99.0,S700_3962,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,4500.0,2004,9
10307,39.0,100.0,1,7379.97,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Planes,157.0,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Large,3900.0,2004,10
10293,22.0,100.0,6,2418.24,2004-09-09T00:00:00.000Z,Shipped,3,9,2004,Trains,100.0,S18_3259,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,2200.0,2004,9
10110,20.0,35.51,3,710.2,2003-03-18T00:00:00.000Z,Shipped,1,3,2003,Vintage Cars,33.0,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,710.1999999999999,2003,3
10101,46.0,53.76,2,2472.96,2003-01-09T00:00:00.000Z,Shipped,1,1,2003,Vintage Cars,44.0,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,2472.96,2003,1
10363,31.0,94.58,1,2931.98,2005-01-06T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,140.0,S24_3856,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2931.98,2005,1
10325,28.0,100.0,2,5377.4,2004-11-05T00:00:00.000Z,Shipped,4,11,2004,Trains,62.0,S32_3207,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2800.0,2004,11
10353,40.0,82.21,8,3288.4,2004-12-04T00:00:00.000Z,Shipped,4,12,2004,Vintage Cars,43.0,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,3288.3999999999996,2004,12
10383,38.0,60.06,10,2282.28,2005-02-22T00:00:00.000Z,Shipped,1,2,2005,Trains,58.0,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2282.28,2005,2
10143,36.0,100.0,2,3945.96,2003-08-10T00:00:00.000Z,Shipped,3,8,2003,Planes,91.0,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,3600.0,2003,8
10134,41.0,94.74,2,3884.34,2003-07-01T00:00:00.000Z,Shipped,3,7,2003,Motorcycles,95.0,S10_1678,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,3884.3399999999997,2003,7
10350,26.0,75.47,5,1962.22,2004-12-02T00:00:00.000Z,Shipped,4,12,2004,Classic Cars,136.0,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1962.22,2004,12
10305,38.0,100.0,5,4773.18,2004-10-13T00:00:00.000Z,Shipped,4,10,2004,Trucks and Buses,118.0,S12_4473,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,3800.0,2004,10
10278,23.0,100.0,2,2604.52,2004-08-06T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,124.0,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2300.0,2004,8
10351,39.0,99.52,1,3881.28,2004-12-03T00:00:00.000Z,Shipped,4,12,2004,Planes,157.0,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,3881.2799999999997,2004,12
10322,41.0,29.87,13,1224.67,2004-11-04T00:00:00.000Z,Shipped,4,11,2004,Vintage Cars,62.0,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,1224.67,2004,11
10400,30.0,74.84,7,2245.2,2005-04-01T00:00:00.000Z,Shipped,2,4,2005,Ships,86.0,S18_3029,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2245.2000000000003,2005,4
10109,47.0,100.0,2,6241.6,2003-03-10T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,141.0,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,4700.0,2003,3
10194,32.0,100.0,5,4262.08,2003-11-25T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,121.0,S18_4600,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,3200.0,2003,11
10164,25.0,53.83,7,1345.75,2003-10-21T00:00:00.000Z,Resolved,4,10,2003,Vintage Cars,50.0,S18_4668,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,1345.75,2003,10
10226,21.0,60.26,1,1265.46,2004-02-26T00:00:00.000Z,Shipped,1,2,2004,Classic Cars,73.0,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,1265.46,2004,2
10134,35.0,93.54,3,3273.9,2003-07-01T00:00:00.000Z,Shipped,3,7,2003,Motorcycles,112.0,S24_1578,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,3273.9,2003,7
10165,24.0,99.36,8,2384.64,2003-10-22T00:00:00.000Z,Shipped,4,10,2003,Classic Cars,118.0,S24_4048,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2384.64,2003,10
10184,46.0,100.0,13,4607.36,2003-11-14T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,96.0,S32_1268,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,4600.0,2003,11
10318,47.0,100.0,7,5305.36,2004-11-02T00:00:00.000Z,Shipped,4,11,2004,Motorcycles,99.0,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,4700.0,2004,11
10292,35.0,55.07,1,1927.45,2004-09-08T00:00:00.000Z,Shipped,3,9,2004,Trains,58.0,S50_1514,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,1927.45,2004,9
10386,30.0,95.48,3,2864.4,2005-03-01T00:00:00.000Z,Resolved,1,3,2005,Ships,99.0,S700_3962,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2864.4,2005,3
